"","estimate","covariate.set"
"715",32.3386747692597,"Minimal"
"716",32.5085024927749,"Extended - Precision"
"717",32.7867007286504,"Extended shifted"
"718",34.0582071879307,"Minimal"
"719",31.5160856762851,"Extended - Precision"
"720",35.9005900809322,"Extended shifted"
"721",30.6870363412666,"Minimal"
"722",28.1811249634377,"Extended - Precision"
"723",27.2123646510668,"Extended shifted"
"724",25.8112078205667,"Minimal"
"725",29.2235871320269,"Extended - Precision"
"726",31.5123047903022,"Extended shifted"
"727",29.9871846832503,"Minimal"
"728",28.4923615175576,"Extended - Precision"
"729",33.1522185042713,"Extended shifted"
"730",22.2518643083771,"Minimal"
"731",30.4713665884146,"Extended - Precision"
"732",33.7317058032336,"Extended shifted"
"733",29.0662434128472,"Minimal"
"734",32.0413823327729,"Extended - Precision"
"735",32.0763038141207,"Extended shifted"
"736",31.1989695100942,"Minimal"
"737",29.4556373836291,"Extended - Precision"
"738",29.7262875916412,"Extended shifted"
"739",28.8338477007916,"Minimal"
"740",29.900849705601,"Extended - Precision"
"741",36.1867466206026,"Extended shifted"
"742",32.04484397942,"Minimal"
"743",33.7522262756713,"Extended - Precision"
"744",30.8199365447799,"Extended shifted"
"745",30.0221546169542,"Minimal"
"746",32.5930313074316,"Extended - Precision"
"747",26.4642374691065,"Extended shifted"
"748",28.4849490421215,"Minimal"
"749",25.069384368543,"Extended - Precision"
"750",28.1417747544307,"Extended shifted"
"751",35.6342567505075,"Minimal"
"752",34.6759602260596,"Extended - Precision"
"753",37.9223985806647,"Extended shifted"
"754",29.7098655683284,"Minimal"
"755",30.4183979616946,"Extended - Precision"
"756",28.5477325817176,"Extended shifted"
"757",29.5515435008076,"Minimal"
"758",30.4887953905791,"Extended - Precision"
"759",32.251991929893,"Extended shifted"
"760",30.3074933801788,"Minimal"
"761",29.2700872123781,"Extended - Precision"
"762",29.2771328882617,"Extended shifted"
"763",30.7845727376725,"Minimal"
"764",29.8537989236892,"Extended - Precision"
"765",35.7324409320491,"Extended shifted"
"766",33.7681564508329,"Minimal"
"767",34.767785285447,"Extended - Precision"
"768",33.2911678242514,"Extended shifted"
"769",31.583736923332,"Minimal"
"770",32.2281775141396,"Extended - Precision"
"771",25.0111498636293,"Extended shifted"
"772",34.0065752589062,"Minimal"
"773",29.3576826482937,"Extended - Precision"
"774",31.1390926301704,"Extended shifted"
"775",32.1560504679702,"Minimal"
"776",32.1903346691899,"Extended - Precision"
"777",32.6196150533731,"Extended shifted"
"778",28.5078688029458,"Minimal"
"779",28.5882353067127,"Extended - Precision"
"780",30.9190396916616,"Extended shifted"
"781",37.1336521108983,"Minimal"
"782",33.1409210343867,"Extended - Precision"
"783",38.9325021763473,"Extended shifted"
"784",31.122791015995,"Minimal"
"785",33.5650687328574,"Extended - Precision"
"786",30.4265329236574,"Extended shifted"
"787",36.2439702559061,"Minimal"
"788",35.4529307947253,"Extended - Precision"
"789",41.9511165165619,"Extended shifted"
"790",30.5644503646254,"Minimal"
"791",28.4903515924767,"Extended - Precision"
"792",32.0757640938369,"Extended shifted"
"793",32.3882651926168,"Minimal"
"794",32.2060520396792,"Extended - Precision"
"795",38.3410525258996,"Extended shifted"
"796",31.8532838296932,"Minimal"
"797",31.46139075249,"Extended - Precision"
"798",32.0424621812021,"Extended shifted"
"799",34.3953055604115,"Minimal"
"800",31.7491506254552,"Extended - Precision"
"801",35.8030454518111,"Extended shifted"
"802",31.2235826692228,"Minimal"
"803",31.2553598796003,"Extended - Precision"
"804",32.1538023244478,"Extended shifted"
"805",32.6156152725772,"Minimal"
"806",32.6840897469101,"Extended - Precision"
"807",29.9769046135679,"Extended shifted"
"808",30.0961409601513,"Minimal"
"809",30.4454909857828,"Extended - Precision"
"810",28.8218907331687,"Extended shifted"
"811",28.310852850073,"Minimal"
"812",27.6440496129997,"Extended - Precision"
"813",27.4722331089228,"Extended shifted"
"814",28.1389496015753,"Minimal"
"815",27.7119485715206,"Extended - Precision"
"816",34.0459181394808,"Extended shifted"
"817",35.6496251625983,"Minimal"
"818",34.7406147432869,"Extended - Precision"
"819",38.6238357067481,"Extended shifted"
"820",24.9216844232139,"Minimal"
"821",27.6661682993549,"Extended - Precision"
"822",27.4243769460769,"Extended shifted"
"823",32.1576763520921,"Minimal"
"824",32.8890394110038,"Extended - Precision"
"825",36.2294579186712,"Extended shifted"
"826",38.1813961842984,"Minimal"
"827",35.0333184844377,"Extended - Precision"
"828",34.5806409596565,"Extended shifted"
"829",31.6207938224056,"Minimal"
"830",30.8649678113229,"Extended - Precision"
"831",37.7327664190748,"Extended shifted"
"832",30.9199931603363,"Minimal"
"833",31.2785418735927,"Extended - Precision"
"834",29.5162164180618,"Extended shifted"
"835",30.7802233845092,"Minimal"
"836",33.0076790196921,"Extended - Precision"
"837",21.6025642595006,"Extended shifted"
"838",34.3207792731272,"Minimal"
"839",32.2593610362304,"Extended - Precision"
"840",32.5703183133232,"Extended shifted"
"841",29.176341952002,"Minimal"
"842",27.1905964343376,"Extended - Precision"
"843",31.7662424273684,"Extended shifted"
"844",42.043660914728,"Minimal"
"845",38.7996931016012,"Extended - Precision"
"846",40.719382231544,"Extended shifted"
"847",32.6444281338872,"Minimal"
"848",32.3721897458165,"Extended - Precision"
"849",35.6582243866153,"Extended shifted"
"850",35.2909670529811,"Minimal"
"851",32.0556804776344,"Extended - Precision"
"852",33.1096643018409,"Extended shifted"
"853",30.4316721095453,"Minimal"
"854",28.4947345776225,"Extended - Precision"
"855",31.4031331269465,"Extended shifted"
"856",30.9990946414313,"Minimal"
"857",33.8952395150868,"Extended - Precision"
"858",32.1713622102892,"Extended shifted"
"859",30.7968124324314,"Minimal"
"860",29.0924495981091,"Extended - Precision"
"861",30.6613071705189,"Extended shifted"
"862",27.7121076868078,"Minimal"
"863",29.5689679198554,"Extended - Precision"
"864",27.6152664335715,"Extended shifted"
"865",33.8038354357384,"Minimal"
"866",30.6090456129654,"Extended - Precision"
"867",29.7376990156461,"Extended shifted"
"868",33.9027546886154,"Minimal"
"869",35.1310700876415,"Extended - Precision"
"870",32.8346117564875,"Extended shifted"
"871",32.9188716795702,"Minimal"
"872",31.1307663456429,"Extended - Precision"
"873",33.4756869750571,"Extended shifted"
"874",30.7897373905557,"Minimal"
"875",28.4809498772003,"Extended - Precision"
"876",33.1626893208818,"Extended shifted"
"877",35.3507012804239,"Minimal"
"878",34.1978810542243,"Extended - Precision"
"879",40.3716803691632,"Extended shifted"
"880",27.4217993250067,"Minimal"
"881",26.76333315419,"Extended - Precision"
"882",30.0964576866697,"Extended shifted"
"883",36.8157795777328,"Minimal"
"884",38.5136203332257,"Extended - Precision"
"885",39.1340713247847,"Extended shifted"
"886",33.5291201548037,"Minimal"
"887",28.2209647476616,"Extended - Precision"
"888",31.9669346973049,"Extended shifted"
"889",32.9856052990827,"Minimal"
"890",34.3969427496109,"Extended - Precision"
"891",27.3104665234526,"Extended shifted"
"892",33.1398584405208,"Minimal"
"893",34.7856646542728,"Extended - Precision"
"894",34.179931454135,"Extended shifted"
"895",29.0620436328487,"Minimal"
"896",29.3105176896059,"Extended - Precision"
"897",24.6353635405991,"Extended shifted"
"898",34.1382009367791,"Minimal"
"899",31.4522267326787,"Extended - Precision"
"900",35.7145648621439,"Extended shifted"
"901",40.4917784092418,"Minimal"
"902",36.4474745835938,"Extended - Precision"
"903",44.3812965065222,"Extended shifted"
"904",33.1779156375254,"Minimal"
"905",28.1270449321427,"Extended - Precision"
"906",39.9837993047211,"Extended shifted"
"907",25.3073936675256,"Minimal"
"908",29.589390794672,"Extended - Precision"
"909",27.2239479865284,"Extended shifted"
"910",33.0585529644162,"Minimal"
"911",32.0060279993985,"Extended - Precision"
"912",33.1021611352481,"Extended shifted"
"913",24.704461040012,"Minimal"
"914",25.1455001553582,"Extended - Precision"
"915",30.2535530318444,"Extended shifted"
"916",29.9264003839841,"Minimal"
"917",30.2172254940222,"Extended - Precision"
"918",29.1503121338935,"Extended shifted"
"919",31.1922567371853,"Minimal"
"920",28.2612347497828,"Extended - Precision"
"921",35.4757963287052,"Extended shifted"
"922",34.1034678108394,"Minimal"
"923",33.8024750755829,"Extended - Precision"
"924",33.1555084318615,"Extended shifted"
"925",29.4562204230851,"Minimal"
"926",31.3854124306788,"Extended - Precision"
"927",31.8722302399313,"Extended shifted"
"928",35.2932736931218,"Minimal"
"929",35.6186283482355,"Extended - Precision"
"930",37.4471109828082,"Extended shifted"
"931",30.5031422131358,"Minimal"
"932",29.9679228556953,"Extended - Precision"
"933",22.6092218156891,"Extended shifted"
"934",34.7484567652144,"Minimal"
"935",34.4308489366289,"Extended - Precision"
"936",32.1438779340476,"Extended shifted"
"937",26.9346841153805,"Minimal"
"938",30.3476069103301,"Extended - Precision"
"939",29.8899490861385,"Extended shifted"
"940",23.0314310022664,"Minimal"
"941",23.6865088769362,"Extended - Precision"
"942",21.9502743017863,"Extended shifted"
"943",32.3211582118926,"Minimal"
"944",31.3136898130037,"Extended - Precision"
"945",28.2007463491241,"Extended shifted"
"946",30.0893006053047,"Minimal"
"947",28.4541603085842,"Extended - Precision"
"948",28.0911037428137,"Extended shifted"
"949",32.1878033078322,"Minimal"
"950",27.6701453546466,"Extended - Precision"
"951",33.7971995933568,"Extended shifted"
"952",32.9531546804402,"Minimal"
"953",28.3630380986751,"Extended - Precision"
"954",35.6429148862455,"Extended shifted"
"955",32.0408940278933,"Minimal"
"956",28.3634710794311,"Extended - Precision"
"957",36.7304323517055,"Extended shifted"
"958",36.5291121624995,"Minimal"
"959",35.8124136726996,"Extended - Precision"
"960",37.9310079036625,"Extended shifted"
"961",33.1275099742936,"Minimal"
"962",33.6043954887926,"Extended - Precision"
"963",34.438273649753,"Extended shifted"
"964",36.5139012909268,"Minimal"
"965",37.6868222880987,"Extended - Precision"
"966",39.6416483011442,"Extended shifted"
"967",30.5893972715715,"Minimal"
"968",30.3443466423223,"Extended - Precision"
"969",27.9978666108991,"Extended shifted"
"970",35.4375295264442,"Minimal"
"971",33.7195278171078,"Extended - Precision"
"972",36.4144022927158,"Extended shifted"
"973",34.9503377653625,"Minimal"
"974",34.1768675708143,"Extended - Precision"
"975",33.7163554152164,"Extended shifted"
"976",34.2263548280871,"Minimal"
"977",35.5422792991076,"Extended - Precision"
"978",34.3112900108544,"Extended shifted"
"979",33.1692604552805,"Minimal"
"980",33.6063017433626,"Extended - Precision"
"981",25.0957326461848,"Extended shifted"
"982",30.247764392816,"Minimal"
"983",32.3253907204886,"Extended - Precision"
"984",27.9574725566139,"Extended shifted"
"985",35.6198727219078,"Minimal"
"986",34.2241102263641,"Extended - Precision"
"987",33.7582749165505,"Extended shifted"
"988",26.9076201007728,"Minimal"
"989",27.1807657453576,"Extended - Precision"
"990",17.1265535296047,"Extended shifted"
"991",31.2767252360548,"Minimal"
"992",32.3132478366874,"Extended - Precision"
"993",30.3899116433782,"Extended shifted"
"994",37.0002135896017,"Minimal"
"995",36.5883023475032,"Extended - Precision"
"996",37.1420160941154,"Extended shifted"
"997",34.3479251255093,"Minimal"
"998",33.3841239270435,"Extended - Precision"
"999",33.804012244874,"Extended shifted"
"1000",27.2119932930242,"Minimal"
"1001",29.5160750278983,"Extended - Precision"
"1002",34.0060666951412,"Extended shifted"
"1003",30.4594583905212,"Minimal"
"1004",29.329689908195,"Extended - Precision"
"1005",30.3057844188959,"Extended shifted"
"1006",32.2490214755719,"Minimal"
"1007",28.9007775943045,"Extended - Precision"
"1008",34.4509173208958,"Extended shifted"
"1009",26.9935634982676,"Minimal"
"1010",30.7122491409405,"Extended - Precision"
"1011",24.1032127285155,"Extended shifted"
"1012",32.0697598845121,"Minimal"
"1013",32.5059361450871,"Extended - Precision"
"1014",38.5254682223862,"Extended shifted"
"1015",35.5943649903195,"Minimal"
"1016",33.3482991220535,"Extended - Precision"
"1017",35.2257239405034,"Extended shifted"
"1018",33.0190832146141,"Minimal"
"1019",29.5448407589311,"Extended - Precision"
"1020",35.5404285102303,"Extended shifted"
"1021",32.7489891859633,"Minimal"
"1022",33.1639314953514,"Extended - Precision"
"1023",27.2144659749319,"Extended shifted"
"1024",33.6802796104394,"Minimal"
"1025",30.7854963328219,"Extended - Precision"
"1026",34.6758858587556,"Extended shifted"
"1027",31.640714417977,"Minimal"
"1028",31.4964931988463,"Extended - Precision"
"1029",29.0540227809352,"Extended shifted"
"1030",33.8130358139269,"Minimal"
"1031",26.3328601629835,"Extended - Precision"
"1032",36.2107878669448,"Extended shifted"
"1033",30.9398691403626,"Minimal"
"1034",31.1112978229951,"Extended - Precision"
"1035",33.8579858142819,"Extended shifted"
"1036",29.6498588536738,"Minimal"
"1037",33.5304459368759,"Extended - Precision"
"1038",31.7040824534308,"Extended shifted"
"1039",33.8032348707817,"Minimal"
"1040",33.1326658130329,"Extended - Precision"
"1041",25.6507769297179,"Extended shifted"
"1042",25.6001710465592,"Minimal"
"1043",28.5044558052288,"Extended - Precision"
"1044",19.8691471203032,"Extended shifted"
"1045",26.9070120369871,"Minimal"
"1046",27.7732735793685,"Extended - Precision"
"1047",28.3518806879814,"Extended shifted"
"1048",31.6780062429263,"Minimal"
"1049",29.5952145692213,"Extended - Precision"
"1050",29.6327278999546,"Extended shifted"
"1051",36.2182540290915,"Minimal"
"1052",32.6573025099885,"Extended - Precision"
"1053",30.2666974711986,"Extended shifted"
"1054",35.127067315525,"Minimal"
"1055",32.5004987189053,"Extended - Precision"
"1056",37.6225518084502,"Extended shifted"
"1057",29.4273396911873,"Minimal"
"1058",29.4980978131127,"Extended - Precision"
"1059",27.0051020548423,"Extended shifted"
"1060",28.2008650151686,"Minimal"
"1061",30.3044136050148,"Extended - Precision"
"1062",31.6401687953461,"Extended shifted"
"1063",28.5650124625257,"Minimal"
"1064",24.7475094742047,"Extended - Precision"
"1065",22.6696002075804,"Extended shifted"
"1066",30.3984593245895,"Minimal"
"1067",34.9385964186058,"Extended - Precision"
"1068",27.2265401288457,"Extended shifted"
"1069",29.3756930000029,"Minimal"
"1070",31.4343720554865,"Extended - Precision"
"1071",31.9149090931496,"Extended shifted"
"1072",35.9243176137894,"Minimal"
"1073",33.4628440283174,"Extended - Precision"
"1074",42.381974428679,"Extended shifted"
"1075",31.3674279102394,"Minimal"
"1076",31.3952356953254,"Extended - Precision"
"1077",32.162679601674,"Extended shifted"
"1078",35.4968892432247,"Minimal"
"1079",33.8047721692609,"Extended - Precision"
"1080",46.8156058409728,"Extended shifted"
"1081",29.4115128156421,"Minimal"
"1082",31.2275884362129,"Extended - Precision"
"1083",26.254327020392,"Extended shifted"
"1084",29.1777498286035,"Minimal"
"1085",27.2136491332065,"Extended - Precision"
"1086",24.2156425765842,"Extended shifted"
"1087",33.2876960026427,"Minimal"
"1088",31.2283023866905,"Extended - Precision"
"1089",25.5314489585744,"Extended shifted"
"1090",35.1985543739109,"Minimal"
"1091",33.1285387194586,"Extended - Precision"
"1092",28.3245790909053,"Extended shifted"
"1093",35.3314510747153,"Minimal"
"1094",33.0142605962971,"Extended - Precision"
"1095",30.2644581537061,"Extended shifted"
"1096",24.8496687705885,"Minimal"
"1097",28.6111145875906,"Extended - Precision"
"1098",23.361189809675,"Extended shifted"
"1099",33.1364256522061,"Minimal"
"1100",36.9808871461865,"Extended - Precision"
"1101",31.8453577211843,"Extended shifted"
"1102",28.6338743515054,"Minimal"
"1103",25.6209150039755,"Extended - Precision"
"1104",34.6427081936225,"Extended shifted"
"1105",27.6085160457997,"Minimal"
"1106",34.2617756057438,"Extended - Precision"
"1107",28.0339400899783,"Extended shifted"
"1108",36.5424199222063,"Minimal"
"1109",37.8688668853747,"Extended - Precision"
"1110",37.0134257753944,"Extended shifted"
"1111",32.0607433425704,"Minimal"
"1112",32.4680444918803,"Extended - Precision"
"1113",34.3625369954746,"Extended shifted"
"1114",32.3809053257888,"Minimal"
"1115",31.3708755804034,"Extended - Precision"
"1116",34.7144594310215,"Extended shifted"
"1117",27.0280407951932,"Minimal"
"1118",28.2531004943991,"Extended - Precision"
"1119",34.6530100475922,"Extended shifted"
"1120",35.9886314981623,"Minimal"
"1121",34.1340609407804,"Extended - Precision"
"1122",37.1482686163424,"Extended shifted"
"1123",29.7560841513122,"Minimal"
"1124",29.6688372149632,"Extended - Precision"
"1125",28.3142796886291,"Extended shifted"
"1126",29.3922984709754,"Minimal"
"1127",32.5409151168955,"Extended - Precision"
"1128",24.5336275317406,"Extended shifted"
"1129",29.5770250285689,"Minimal"
"1130",28.5078666430585,"Extended - Precision"
"1131",26.1950232876639,"Extended shifted"
"1132",34.9363827486712,"Minimal"
"1133",34.3050372018115,"Extended - Precision"
"1134",33.6988164001661,"Extended shifted"
"1135",33.13826299194,"Minimal"
"1136",32.2671358349543,"Extended - Precision"
"1137",34.3259444376057,"Extended shifted"
"1138",29.2187895106294,"Minimal"
"1139",31.5352855125174,"Extended - Precision"
"1140",29.5731171787655,"Extended shifted"
"1141",30.4902380473744,"Minimal"
"1142",30.286158169661,"Extended - Precision"
"1143",31.9081099515388,"Extended shifted"
"1144",36.7834970128846,"Minimal"
"1145",33.2145624288599,"Extended - Precision"
"1146",35.1855536508361,"Extended shifted"
"1147",35.9369207147001,"Minimal"
"1148",36.1720818993996,"Extended - Precision"
"1149",40.1804033348603,"Extended shifted"
"1150",29.5571129469368,"Minimal"
"1151",28.9935027752286,"Extended - Precision"
"1152",30.3450334785536,"Extended shifted"
"1153",33.5977740322182,"Minimal"
"1154",29.916006152446,"Extended - Precision"
"1155",29.9864010498636,"Extended shifted"
"1156",30.6564123988225,"Minimal"
"1157",29.7220836462732,"Extended - Precision"
"1158",35.1275735517683,"Extended shifted"
"1159",33.4968173397726,"Minimal"
"1160",28.3183120804197,"Extended - Precision"
"1161",36.692482745491,"Extended shifted"
"1162",29.1133596336431,"Minimal"
"1163",31.2914734711808,"Extended - Precision"
"1164",24.693925870119,"Extended shifted"
"1165",32.4553613527094,"Minimal"
"1166",35.2805571490015,"Extended - Precision"
"1167",34.9589246870737,"Extended shifted"
"1168",33.5449157799718,"Minimal"
"1169",30.9830741443494,"Extended - Precision"
"1170",36.0190610661346,"Extended shifted"
"1171",34.6981127404722,"Minimal"
"1172",32.0806715387754,"Extended - Precision"
"1173",38.0882735172018,"Extended shifted"
"1174",31.0821146315454,"Minimal"
"1175",31.9653141470587,"Extended - Precision"
"1176",34.0271890070993,"Extended shifted"
"1177",27.7515619381621,"Minimal"
"1178",28.8660508698573,"Extended - Precision"
"1179",29.0611067354521,"Extended shifted"
"1180",30.4637564479557,"Minimal"
"1181",34.7655101714316,"Extended - Precision"
"1182",33.3484584840423,"Extended shifted"
"1183",32.8298070059745,"Minimal"
"1184",29.7668549201081,"Extended - Precision"
"1185",27.7356900324569,"Extended shifted"
"1186",35.0491951321738,"Minimal"
"1187",36.7221431186979,"Extended - Precision"
"1188",39.0368947092149,"Extended shifted"
"1189",26.0155258501951,"Minimal"
"1190",26.0281109651278,"Extended - Precision"
"1191",24.7075582083019,"Extended shifted"
"1192",28.9549814610883,"Minimal"
"1193",31.4156942355436,"Extended - Precision"
"1194",29.5626654189731,"Extended shifted"
"1195",35.4059262975524,"Minimal"
"1196",32.5161330915769,"Extended - Precision"
"1197",39.7296057313525,"Extended shifted"
"1198",31.1753398088722,"Minimal"
"1199",32.5600766508621,"Extended - Precision"
"1200",28.8209728253636,"Extended shifted"
"1201",30.7449639621962,"Minimal"
"1202",30.4823726221591,"Extended - Precision"
"1203",28.7664911028855,"Extended shifted"
"1204",30.8457829523289,"Minimal"
"1205",31.1424603224333,"Extended - Precision"
"1206",31.5723437423589,"Extended shifted"
"1207",30.7100262516506,"Minimal"
"1208",29.142539085327,"Extended - Precision"
"1209",34.339290450117,"Extended shifted"
"1210",32.4316350331333,"Minimal"
"1211",33.305085870667,"Extended - Precision"
"1212",34.3073137245958,"Extended shifted"
"1213",32.7518754251774,"Minimal"
"1214",36.6866502305274,"Extended - Precision"
"1215",30.4870867300297,"Extended shifted"
"1216",33.2416464603584,"Minimal"
"1217",33.0548363323696,"Extended - Precision"
"1218",27.7139838770093,"Extended shifted"
"1219",35.0458295135658,"Minimal"
"1220",35.5436159362918,"Extended - Precision"
"1221",34.5525791269599,"Extended shifted"
"1222",32.0643525955874,"Minimal"
"1223",36.2689842889076,"Extended - Precision"
"1224",29.956436996702,"Extended shifted"
"1225",35.5121038300305,"Minimal"
"1226",35.2643297308747,"Extended - Precision"
"1227",39.1669266112511,"Extended shifted"
"1228",26.582291987717,"Minimal"
"1229",28.3133612909981,"Extended - Precision"
"1230",27.9875136045175,"Extended shifted"
"1231",29.4932650754564,"Minimal"
"1232",31.6211987169627,"Extended - Precision"
"1233",29.652954171513,"Extended shifted"
"1234",30.6581367027725,"Minimal"
"1235",29.131131769736,"Extended - Precision"
"1236",24.9107404248226,"Extended shifted"
"1237",29.7680144218715,"Minimal"
"1238",29.2837973034096,"Extended - Precision"
"1239",38.0882753969677,"Extended shifted"
"1240",26.7079685633009,"Minimal"
"1241",27.2195118790843,"Extended - Precision"
"1242",21.7666757201082,"Extended shifted"
"1243",26.1671111671398,"Minimal"
"1244",26.7352584352969,"Extended - Precision"
"1245",26.3906653356652,"Extended shifted"
"1246",31.7891332939313,"Minimal"
"1247",32.6581012728162,"Extended - Precision"
"1248",26.3118991140921,"Extended shifted"
"1249",31.8517894571423,"Minimal"
"1250",35.7983633408082,"Extended - Precision"
"1251",35.0651592490727,"Extended shifted"
"1252",32.3640793377435,"Minimal"
"1253",32.5793068131748,"Extended - Precision"
"1254",34.9147787401786,"Extended shifted"
"1255",30.8748680689086,"Minimal"
"1256",30.0214609295783,"Extended - Precision"
"1257",30.3305710440072,"Extended shifted"
"1258",36.0917335230177,"Minimal"
"1259",31.9244712413181,"Extended - Precision"
"1260",34.4430534144668,"Extended shifted"
"1261",28.5863620648754,"Minimal"
"1262",30.6579434486409,"Extended - Precision"
"1263",36.4679689531127,"Extended shifted"
"1264",28.9290697286757,"Minimal"
"1265",29.5597292785621,"Extended - Precision"
"1266",30.1715196776263,"Extended shifted"
"1267",39.9218995434166,"Minimal"
"1268",33.7341023251121,"Extended - Precision"
"1269",58.6772199310204,"Extended shifted"
"1270",26.0414160153769,"Minimal"
"1271",25.6490536104441,"Extended - Precision"
"1272",25.2538622530007,"Extended shifted"
"1273",33.2505549645734,"Minimal"
"1274",28.0339740745914,"Extended - Precision"
"1275",26.9415549170862,"Extended shifted"
"1276",30.7664921941721,"Minimal"
"1277",31.4138663500209,"Extended - Precision"
"1278",29.1453467473302,"Extended shifted"
"1279",33.122299718024,"Minimal"
"1280",31.1169985637941,"Extended - Precision"
"1281",33.6081834477129,"Extended shifted"
"1282",33.8318312879832,"Minimal"
"1283",32.3726160185473,"Extended - Precision"
"1284",38.9483608598134,"Extended shifted"
"1285",32.2896208122535,"Minimal"
"1286",34.6615327247942,"Extended - Precision"
"1287",34.1829511256249,"Extended shifted"
"1288",32.5801245352052,"Minimal"
"1289",29.021454588429,"Extended - Precision"
"1290",34.3629356468295,"Extended shifted"
"1291",26.3452111778242,"Minimal"
"1292",30.8113284881838,"Extended - Precision"
"1293",26.7005471443689,"Extended shifted"
"1294",37.9584368911388,"Minimal"
"1295",32.2782556397961,"Extended - Precision"
"1296",41.9993499178892,"Extended shifted"
"1297",36.0503105182289,"Minimal"
"1298",33.9529147593896,"Extended - Precision"
"1299",34.4805630072887,"Extended shifted"
"1300",36.8078168765167,"Minimal"
"1301",34.0705441588156,"Extended - Precision"
"1302",38.2955183267624,"Extended shifted"
"1303",30.6921840954125,"Minimal"
"1304",30.9643795447859,"Extended - Precision"
"1305",30.5065409418314,"Extended shifted"
"1306",25.0480335638777,"Minimal"
"1307",24.6075793740751,"Extended - Precision"
"1308",27.1650302830587,"Extended shifted"
"1309",30.829654945431,"Minimal"
"1310",31.6669254482198,"Extended - Precision"
"1311",22.7766668149624,"Extended shifted"
"1312",35.5515465364518,"Minimal"
"1313",37.9956162637554,"Extended - Precision"
"1314",37.3573854877533,"Extended shifted"
"1315",39.6443855924876,"Minimal"
"1316",33.7569147598969,"Extended - Precision"
"1317",43.4713590468488,"Extended shifted"
"1318",30.0806235218406,"Minimal"
"1319",33.6207144948199,"Extended - Precision"
"1320",30.7676388935648,"Extended shifted"
"1321",29.2302334854502,"Minimal"
"1322",29.6733064129626,"Extended - Precision"
"1323",30.9465249079059,"Extended shifted"
"1324",31.2461327239271,"Minimal"
"1325",32.2940493517964,"Extended - Precision"
"1326",30.9340575321181,"Extended shifted"
"1327",37.4804852169672,"Minimal"
"1328",33.0773890105998,"Extended - Precision"
"1329",39.1582726187875,"Extended shifted"
"1330",28.1509259284839,"Minimal"
"1331",31.7688007492496,"Extended - Precision"
"1332",23.9371695088384,"Extended shifted"
"1333",34.8792388781216,"Minimal"
"1334",29.2000006111008,"Extended - Precision"
"1335",39.6955231705959,"Extended shifted"
"1336",35.2257823288783,"Minimal"
"1337",32.0373201088926,"Extended - Precision"
"1338",40.2038004805633,"Extended shifted"
"1339",32.015847127385,"Minimal"
"1340",31.6269650329503,"Extended - Precision"
"1341",34.9786113470442,"Extended shifted"
"1342",39.0498898155327,"Minimal"
"1343",30.5898529014348,"Extended - Precision"
"1344",38.9427212532773,"Extended shifted"
"1345",29.5559941610383,"Minimal"
"1346",25.7956179271628,"Extended - Precision"
"1347",29.4826864354581,"Extended shifted"
"1348",32.3892511921284,"Minimal"
"1349",34.3139340770955,"Extended - Precision"
"1350",26.4118509202694,"Extended shifted"
"1351",25.8534765909989,"Minimal"
"1352",25.4595054268702,"Extended - Precision"
"1353",32.3626671827828,"Extended shifted"
"1354",35.9500158700459,"Minimal"
"1355",30.5638117680315,"Extended - Precision"
"1356",37.5451462297013,"Extended shifted"
"1357",39.0000354988189,"Minimal"
"1358",37.2394434776362,"Extended - Precision"
"1359",36.3817980119678,"Extended shifted"
"1360",32.8323434684084,"Minimal"
"1361",32.344354407768,"Extended - Precision"
"1362",35.7836044162379,"Extended shifted"
"1363",34.5267674631937,"Minimal"
"1364",33.1335717765692,"Extended - Precision"
"1365",30.8383228839057,"Extended shifted"
"1366",27.1282573661853,"Minimal"
"1367",28.2853422027898,"Extended - Precision"
"1368",22.8487755492651,"Extended shifted"
"1369",32.5054645476727,"Minimal"
"1370",32.6539729215065,"Extended - Precision"
"1371",26.8377306839473,"Extended shifted"
"1372",34.4851015003045,"Minimal"
"1373",31.1005130657795,"Extended - Precision"
"1374",32.7839584825357,"Extended shifted"
"1375",31.5585070072944,"Minimal"
"1376",33.8072908959355,"Extended - Precision"
"1377",32.9255960743521,"Extended shifted"
"1378",32.4528660068172,"Minimal"
"1379",29.9724567060764,"Extended - Precision"
"1380",34.9162582354219,"Extended shifted"
"1381",35.7348656710819,"Minimal"
"1382",33.4228369720053,"Extended - Precision"
"1383",32.2561594390275,"Extended shifted"
"1384",31.1151210100572,"Minimal"
"1385",31.7885938369613,"Extended - Precision"
"1386",38.9590284834902,"Extended shifted"
"1387",38.6672806532851,"Minimal"
"1388",38.8297670252258,"Extended - Precision"
"1389",38.9758375176941,"Extended shifted"
"1390",39.4255107642688,"Minimal"
"1391",32.6883486396625,"Extended - Precision"
"1392",32.1474063844532,"Extended shifted"
"1393",31.1070307244997,"Minimal"
"1394",31.5108465258729,"Extended - Precision"
"1395",29.5506285816293,"Extended shifted"
"1396",33.5037083885926,"Minimal"
"1397",30.0937588730886,"Extended - Precision"
"1398",32.3008116690288,"Extended shifted"
"1399",27.9477140498836,"Minimal"
"1400",30.0215137248433,"Extended - Precision"
"1401",25.5499950852053,"Extended shifted"
"1402",37.6348358687372,"Minimal"
"1403",34.8780274927527,"Extended - Precision"
"1404",37.4168273708654,"Extended shifted"
"1405",35.5934828484467,"Minimal"
"1406",32.150634102514,"Extended - Precision"
